name,layer,lat,lon,weight
Unnamed sports_and_padel,sports_and_padel,31.581689983089465,74.35387060801882,1.0
Unnamed sports_and_padel,sports_and_padel,31.581716739544735,74.35415387749624,1.0
Unnamed sports_and_padel,sports_and_padel,31.580434277848493,74.3519403194856,1.0
Unnamed sports_and_padel,sports_and_padel,31.580668400006502,74.35233860000247,1.0
Unnamed sports_and_padel,sports_and_padel,31.552321518566924,74.33139760234128,1.0
Unnamed sports_and_padel,sports_and_padel,31.553182050058936,74.32709859999895,1.0
Unnamed sports_and_padel,sports_and_padel,31.553125550058944,74.32696719999895,1.0
Unnamed sports_and_padel,sports_and_padel,31.553323150013405,74.32679614999972,1.0
Unnamed sports_and_padel,sports_and_padel,31.553360750013407,74.32687219999973,1.0
Unnamed sports_and_padel,sports_and_padel,31.554206450062004,74.33283055000017,1.0
Unnamed sports_and_padel,sports_and_padel,31.55420286548838,74.33267622459695,1.0
Unnamed sports_and_padel,sports_and_padel,31.554201725470882,74.3325177044902,1.0
Unnamed sports_and_padel,sports_and_padel,31.55419785910139,74.33236537105816,1.0
Unnamed sports_and_padel,sports_and_padel,31.550810414629755,74.33002532960478,1.0
Unnamed sports_and_padel,sports_and_padel,31.550837600061943,74.3298868499984,1.0
Unnamed sports_and_padel,sports_and_padel,31.55117050006195,74.3300060499984,1.0
Unnamed sports_and_padel,sports_and_padel,31.55120768549415,74.32981127039201,1.0
Unnamed sports_and_padel,sports_and_padel,31.551248550061928,74.32960909999845,1.0
Unnamed sports_and_padel,sports_and_padel,31.5419009619021,74.33648427903266,1.0
Unnamed sports_and_padel,sports_and_padel,31.5426569841849,74.33827912238651,1.0
Unnamed sports_and_padel,sports_and_padel,31.544999435997692,74.33660999026694,1.0
Unnamed sports_and_padel,sports_and_padel,31.53767475002306,74.3696197500003,1.0
Unnamed sports_and_padel,sports_and_padel,31.537681813085765,74.3697726229899,1.0
Unnamed sports_and_padel,sports_and_padel,31.537697800054957,74.35524284999184,1.0
Unnamed sports_and_padel,sports_and_padel,31.537606305717112,74.35511954364443,1.0
Unnamed sports_and_padel,sports_and_padel,31.53751541373109,74.35499510732247,1.0
Unnamed sports_and_padel,sports_and_padel,31.536904300040934,74.35525634998542,1.0
Unnamed sports_and_padel,sports_and_padel,31.536528362519086,74.35537238798358,1.0
Unnamed sports_and_padel,sports_and_padel,31.53658075005199,74.35529280000631,1.0
Unnamed sports_and_padel,sports_and_padel,31.536632462519087,74.35521138798357,1.0
Unnamed sports_and_padel,sports_and_padel,31.536683699603234,74.35513100408349,1.0
Unnamed sports_and_padel,sports_and_padel,31.536737012079374,74.35504619207622,1.0
Unnamed sports_and_padel,sports_and_padel,31.536249162519088,74.35514858798356,1.0
Unnamed sports_and_padel,sports_and_padel,31.536305850051995,74.35506875000632,1.0
Unnamed sports_and_padel,sports_and_padel,31.536354388029245,74.35498945794812,1.0
Unnamed sports_and_padel,sports_and_padel,31.53640882454064,74.35490588004353,1.0
Unnamed sports_and_padel,sports_and_padel,31.536463462519087,74.35482678798358,1.0
Unnamed sports_and_padel,sports_and_padel,31.46310236640959,74.24669831705488,1.0
Unnamed sports_and_padel,sports_and_padel,31.602959415738038,74.29673093750228,1.0
Unnamed sports_and_padel,sports_and_padel,31.60387350673971,74.29573598602676,1.0
"Gymnasium, Askari - 10",fitness_gym,31.535691799999995,74.41745739999999,0.95
Times Fitness,fitness_gym,31.483787400000004,74.40829209999998,0.95
fitness jungle,fitness_gym,31.4201209,74.2813617,0.95
Matrix Health & Fitness,fitness_gym,31.488681899999996,74.3253741,0.95
Momentum Fitness Lahore,fitness_gym,31.468156800000003,74.26479709999998,0.95
Convert,fitness_gym,31.4414564,74.44117939999998,0.95
Fitstreak,fitness_gym,31.317371399999995,74.2195451,0.95
Fitnation,fitness_gym,31.462691399999997,74.41633349999998,0.95
Sky Gym,fitness_gym,31.4812673,74.2747184,0.95
"Moves Gym, Main Airport Lahore",fitness_gym,31.49740197698089,74.42024081984724,0.95
Fitness Club DHA,fitness_gym,31.464252900013506,74.38606530000439,0.95
Ranai Wellness Club,fitness_gym,31.484386524096866,74.39316540427517,0.95
My Fitness Clinic,fitness_gym,31.46421296302036,74.38592110464445,0.95
Flex Gym,fitness_gym,31.495462165639047,74.40239179608542,0.95
Askari Gym,fitness_gym,31.53579155000986,74.41755734999933,0.95
Coca-Cola Aquatic Center,fitness_gym,31.468811234559286,74.4111741824615,0.95
Iron Box Gym,fitness_gym,31.452935467574616,74.43721616029664,0.95
Unnamed fitness_gym,fitness_gym,31.527191803563632,74.42118537565185,0.95
Unnamed beauty_wellness,beauty_wellness,31.427943599999995,74.210386,0.8
Unnamed beauty_wellness,beauty_wellness,31.46952160000001,74.2981129,0.8
Unnamed beauty_wellness,beauty_wellness,31.4855079,74.3766887,0.8
Madni Traders,beauty_wellness,31.578361299999997,74.31866139999998,0.8
Newlook Beauty Clinic and Spa,beauty_wellness,31.511307799999997,74.35107859999998,0.8
Le Reve,beauty_wellness,31.516653,74.3535596,0.8
Mariams,beauty_wellness,31.516502099999993,74.3529803,0.8
Unnamed beauty_wellness,beauty_wellness,31.5297048,74.3162956,0.8
Nawaz Hair Fashion,beauty_wellness,31.537816299999992,74.3056429,0.8
Mediha's,beauty_wellness,31.527916899999994,74.3480976,0.8
Bismillah Cosmetics,beauty_wellness,31.5787109,74.3184615,0.8
Dessange,beauty_wellness,31.507007399999996,74.3396633,0.8
Irfan Hair Dresser,beauty_wellness,31.5842929,74.31360189999998,0.8
Hair saloon,beauty_wellness,31.4713013,74.31098029999998,0.8
Nicky & Laila Beauty Salon,beauty_wellness,31.448096499999995,74.4337905,0.8
Legends Hair Salon,beauty_wellness,31.448266599999997,74.4338517,0.8
Revive Beauty Salon & Institute,beauty_wellness,31.4620541,74.4137353,0.8
Melee,beauty_wellness,31.485669132017897,74.3767605701229,0.8
Anam Beauty Bar,beauty_wellness,31.484827685677633,74.39146020458473,0.8
The Players Lounge,beauty_wellness,31.48481544865252,74.3916574697863,0.8
Masooma's Avant Garde SALON,beauty_wellness,31.48508392543585,74.39247702735784,0.8
NK Hair Saloon,beauty_wellness,31.473613165521403,74.40203348083477,0.8
Milano Salon for Men,beauty_wellness,31.53701368970681,74.41143352454544,0.8
Khawar Riaz Bridal Salon,beauty_wellness,31.537815850019392,74.4169893499982,0.8
Unnamed medical_beauty,medical_beauty,31.485592300000008,74.39469029999998,0.85
Advanced Medical Centre,medical_beauty,31.540731,74.3300801,0.85
ادریس پولی کلینیک,medical_beauty,31.525876899999997,74.3204335,0.85
Abdul rahman home,medical_beauty,31.46871999999999,74.28363419999998,0.85
Government Dispenser,medical_beauty,31.566449599999995,74.3866789,0.85
Wilcare Clinic,medical_beauty,31.484825,74.3060769,0.85
Unnamed medical_beauty,medical_beauty,31.473886199999995,74.2590607,0.85
Alnoor Clinical Laboratory,medical_beauty,31.534591999999993,74.3284011,0.85
Dr Khalil's clinic,medical_beauty,31.562956800000002,74.2866201,0.85
moon medical store,medical_beauty,31.622086499999998,74.2816312,0.85
الشاد طبي مرکز,medical_beauty,31.583385300000003,74.4036333,0.85
ڈاکٹر شہزاد انور، ماہر ایکیوپنچر اور درد کے انتظام کے مشیر,medical_beauty,31.4378972,74.2880913,0.85
Dr. Nighat Tahira Consultant Acupuncturist,medical_beauty,31.499935199999992,74.3190514,0.85
Hijama Medication & Cupping Therapy,medical_beauty,31.4557535,74.3765571,0.85
Good Hope Clinic,medical_beauty,31.553328,74.3806539,0.85
Hearing Clinic,medical_beauty,31.506366699999997,74.3503885,0.85
Amna Memorial Children Hospital,medical_beauty,31.6416078,74.2859132,0.85
ڈاکٹر رفیع کلینکs,medical_beauty,31.598562499999996,74.3159795,0.85
Al-Sami Clinic,medical_beauty,31.597244200000002,74.3067106,0.85
Sarwat Anwer Medical Complex,medical_beauty,31.494574099999994,74.3122363,0.85
Kalim Medical Center,medical_beauty,31.4868873,74.30503229999998,0.85
First Medical,medical_beauty,31.477163900000004,74.3013996,0.85
Naseem Bashir hospital,medical_beauty,31.5837063,74.4026091,0.85
Al shifa medical centre,medical_beauty,31.4652826,74.2137664,0.85
Dr Amir Homeopathic Clinic,medical_beauty,31.493747100000004,74.41766999999999,0.85
Al-Khair Homeopathic Clinic & Medical Store,medical_beauty,31.484853899999997,74.4088198,0.85
Farzana Clinic,medical_beauty,31.4860574,74.4143682,0.85
Chughtais Lahore Lab,medical_beauty,31.501822300000004,74.3631454,0.85
Shaukat Khanum Lab,medical_beauty,31.501819999999995,74.3632983,0.85
Lahore Health Care,medical_beauty,31.501818899999986,74.3634646,0.85
Hussain Clinic,medical_beauty,31.502451499999992,74.2679873,0.85
Shaukat Khanum Laboratory,medical_beauty,31.487507900000004,74.3808228,0.85
Hafeez Eye Centre,medical_beauty,31.472892899999998,74.2534801,0.85
Dr. Zahid Hussain,medical_beauty,31.503189600000002,74.3239239,0.85
Dr. Altaf Cheema,medical_beauty,31.4993556,74.3203382,0.85
ډاکټر آصف رانا,medical_beauty,31.510299399999997,74.3280872,0.85
Dr. Mehmood Ali Malik,medical_beauty,31.5125979,74.3173865,0.85
"Dr. Sindhu Ear, Nose specialist",medical_beauty,31.604307800000004,74.3425877,0.85
Dr. Shahid Iqbal,medical_beauty,31.4894273,74.26755619999999,0.85
qazi clinic,medical_beauty,31.489007899999997,74.385904,0.85
