Latitude,Longitude
31.4227749,74.2743899
31.4717872,74.298827
31.542598,74.3078272
31.512505,74.314258
31.510204,74.3111
31.5179738,74.3424657
31.4649166,74.4270589
31.4645195,74.4244702
31.4680814,74.4055637
31.4639904,74.4135977
31.4715608,74.3680499
31.4712206,74.3680502
31.4636601,74.3886878
31.5100581,74.3035725
31.4949009,74.3702947
31.4763419,74.3823659
31.4703787,74.3724999
31.5744576,74.3064893
31.464446,74.3826274
31.4807374,74.3878056
31.4851202,74.3975644
31.4873858,74.3953461
31.5297743,74.3808537
31.4858868,74.3633089
31.4709435,74.3793134
31.4709554,74.3793482
31.489196,74.3849646
31.4881232,74.3818414
31.4870231,74.389364
31.4712488,74.4062544
31.4735885,74.3590976
31.4729199,74.362651
31.4832635,74.4001651
31.5399792,74.4233801
31.4782633,74.4082403
31.4763795,74.4095348
31.4644951,74.3827026
31.46717,74.3876155
31.4896272,74.3810041
31.4813767,74.3930792
31.4798965,74.3810242
31.5020259,74.3779939
31.4677025,74.4093167
31.4665767,74.4156037
31.4656814,74.4206352
31.4618463,74.4227092
31.467829,74.4208908
31.4683251,74.3999759
31.4660055,74.4007997
31.5209411,74.3250369
31.4434301,74.354621
31.5321771,74.3214075
31.4611349,74.349673
31.5002114,74.411738
31.4959546,74.3924181
31.4956109,74.3977335
31.4961841,74.3813754
31.5137457,74.2859361
31.5087165,74.2756282
31.5088376,74.2756466
31.5387813,74.2636531
31.5517265,74.2831752
31.5513667,74.2928141
31.542149,74.312358
31.5413785,74.310794
31.5420447,74.3016535
31.5354002,74.3149606
31.5306391,74.3105633
31.5314616,74.3169873
31.5197169,74.3155315
31.5273654,74.319029
31.5312668,74.3196777
31.5252313,74.3216149
31.5197986,74.3186573
31.5207314,74.3199421
31.5361531,74.3177426
31.5329059,74.3183893
31.5668236,74.3166064
31.5626346,74.3133839
31.5814734,74.3370419
31.5728735,74.3670898
31.5752809,74.3707941
31.5679928,74.3720664
31.5706179,74.3736109
31.5644995,74.3847866
31.5887947,74.3684976
31.5831022,74.3741869
31.5556376,74.4018947
31.5584883,74.4049337
31.5611425,74.3957233
31.5712111,74.3328587
31.5754365,74.3355653
31.5758339,74.3285451
31.5674552,74.3354555
31.5670766,74.3296372
31.5641781,74.3381281
31.5675392,74.3126376
31.56844,74.3151538
31.5675827,74.3182656
31.5704708,74.3287159
31.5735283,74.3250027
31.5744666,74.3200882
31.57073,74.3257535
31.5699325,74.326916
31.5759136,74.3122574
31.5705804,74.3128504
31.5830276,74.318447
31.5860948,74.3124219
31.5986593,74.457579
31.4938237,74.4028483
31.5419657,74.3519682
31.5696951,74.3049897
31.4906397,74.3374003
31.5483677,74.3927431
31.5276034,74.3334886
31.4889534,74.3764056
31.5794822,74.3752129
31.5779971,74.3783441
31.5777434,74.3706429
31.5835237,74.357499
31.5810359,74.3452446
31.5806165,74.3429856
31.5797862,74.3477961
31.5116171,74.3384637
31.5334658,74.3460763
31.5319203,74.3436353
31.4955285,74.3953693
31.4935369,74.3988332
31.4920706,74.4032721
31.4926819,74.3976277
31.6116374,74.3015157
31.6153156,74.2959557
31.5998538,74.3141356
31.5988396,74.3171839
31.5957024,74.3093078
31.6175955,74.2978624
31.6248303,74.3000732
31.6224839,74.2950068
31.6336141,74.3069166
31.6170013,74.2992972
31.679921,74.3347246
31.5265457,74.3486901
31.5254639,74.3406949
31.5233853,74.3437339
31.5306938,74.3400968
31.528722,74.3457389
31.5041975,74.2813263
31.504594,74.277564
31.5077584,74.2840668
31.5289556,74.2919192
31.5254124,74.2906964
31.5234013,74.2930736
31.5257598,74.2992883
31.525798,74.306246
31.5200803,74.3121169
31.5222853,74.3113968
31.5285286,74.3083216
31.5345194,74.3120081
31.540137,74.313492
31.5386471,74.3128888
31.5367346,74.3138389
31.5393393,74.2965443
31.5345419,74.2965607
31.5330002,74.2904624
31.4746684,74.2756859
31.4691288,74.2498374
31.4601062,74.269986
31.5846189,74.3403417
31.5863412,74.3398468
31.588214,74.3422597
31.5819398,74.3270407
31.5838313,74.3097839
31.5851077,74.3103468
31.5453947,74.2771869
31.5485969,74.2774638
31.5470085,74.2735921
31.4575903,74.4375314
31.5124917,74.3375815
31.515775,74.3357534
31.5169796,74.3378155
31.5059688,74.32624
31.5024952,74.3191935
31.5046039,74.320511
31.5048605,74.3188095
31.5022393,74.3321821
31.5008121,74.3224349
31.494526,74.3198048
31.4822732,74.3118203
31.4805577,74.3000811
31.481778,74.3259745
31.4806876,74.3155189
31.4764633,74.3190275
31.4816424,74.3143396
31.4607174,74.3125752
31.4500021,74.3018966
31.4915244,74.3240825
31.49162,74.3314821
31.5073562,74.3370001
31.4878462,74.3585425
31.5383829,74.4267168
31.5118851,74.4242614
31.5302125,74.4248083
31.5572437,74.3931838
31.5822934,74.3943618
31.5699171,74.3843079
31.5731657,74.3825986
31.5658986,74.3942368
31.5679013,74.3907771
31.5738184,74.3818552
31.5726847,74.3755173
31.6051517,74.3977092
31.5981149,74.3920588
31.5902112,74.3911185
31.5923291,74.3938784
31.5978344,74.398207
31.5842456,74.3951272
31.5898307,74.4016071
31.5922755,74.417762
31.6019776,74.3416908
31.6035297,74.3388467
31.5995651,74.3379331
31.5977828,74.3459912
31.5957403,74.3461746
31.5962309,74.3308005
31.5961893,74.3372654
31.6016973,74.3334864
31.5841132,74.3362688
31.5826361,74.334527
31.6010889,74.3639457
31.5903343,74.3627694
31.5956335,74.3530728
31.5858039,74.3566574
31.5892128,74.3577198
31.6022704,74.3320604
31.6000162,74.3222768
31.6045132,74.3277772
31.6014381,74.3220458
31.5981436,74.3173585
31.595791,74.3216409
31.5761447,74.3091045
31.5746114,74.3102562
31.5613833,74.3110115
31.563995,74.3046345
31.5717327,74.2994802
31.5707162,74.2973605
31.5639739,74.2955771
31.5641539,74.2984444
31.5670577,74.295588
31.5559334,74.2986171
31.5560751,74.2949104
31.557739,74.3000754
31.5572194,74.3022734
31.4205507,74.1811225
31.4207009,74.1812639
31.4391795,74.2040942
31.4513465,74.2088695
31.4452223,74.2171551
31.4968054,74.2667004
31.5245543,74.3235806
31.5221216,74.3280998
31.530119,74.3222807
31.5221272,74.287736
31.5235519,74.2847878
31.5223529,74.2830611
31.5173096,74.285706
31.5114964,74.2765838
31.5171246,74.2833284
31.5186705,74.2887516
31.5150476,74.2943131
31.5103354,74.2687546
31.5250465,74.2692855
31.5559239,74.2848135
31.556745,74.278891
31.5598816,74.2832858
31.5664669,74.2941684
31.5654203,74.2953237
31.5658553,74.2937916
31.5712508,74.2947335
31.5697084,74.2914907
31.6149233,74.2488142
31.5806234,74.3019908
31.5805449,74.3044216
31.5825111,74.3044463
31.5816786,74.3045044
31.5837013,74.3016196
31.5770937,74.2969856
31.5809185,74.2924311
31.5827811,74.2938798
31.5852944,74.3023013
31.5872222,74.3037649
31.5862134,74.3041531
31.5852615,74.299465
31.5853105,74.2989898
31.5892015,74.2992256
31.5912698,74.2996931
31.592215,74.2986915
31.5854996,74.2979227
31.5843971,74.29701
31.6021084,74.3031529
31.5846133,74.3064043
31.5803483,74.3296758
31.5783908,74.3328868
31.5772858,74.3268194
31.5553568,74.30765
31.5511779,74.3250205
31.5485756,74.3196087
31.5440059,74.3241218
31.5477648,74.3234091
31.5541389,74.3233329
31.5531435,74.3139091
31.4763637,74.2760904
31.4624897,74.2790193
31.4617666,74.2834969
31.4656146,74.2810822
31.4677819,74.2865851
31.4733642,74.2743562
31.4727051,74.2680223
31.4705609,74.2645647
31.4708747,74.2596235
31.4696619,74.2547303
31.472967,74.2638447
31.4716771,74.2630843
31.4686787,74.2676882
31.4775869,74.2885838
31.4797985,74.2637036
31.484515,74.2598997
31.4914338,74.2696025
31.4940521,74.2713949
31.4959441,74.2746553
31.4950461,74.2745658
31.5009346,74.2710176
31.5062863,74.2752916
31.5019408,74.2694204
31.5015642,74.2733526
31.5188287,74.2951995
31.5070558,74.3065876
31.5095559,74.3014562
31.5180002,74.3196715
31.5089873,74.3158308
31.5527614,74.359139
31.5391726,74.3669953
31.5505565,74.3731204
31.5216719,74.3814535
31.5065417,74.3777361
31.5431973,74.3753876
31.5482441,74.3746433
31.5637756,74.380612
31.5892274,74.3796713
31.5952534,74.3763534
31.5979009,74.3627021
31.6020865,74.3528428
31.6036659,74.3685363
31.6221631,74.2723707
31.4702456,74.2947999
31.4581808,74.2762188
31.4599044,74.2702255
31.4630359,74.2717294
31.4654538,74.2710438
31.4732067,74.2701886
31.4555202,74.2866781
31.4564319,74.2830192
31.4546356,74.2777271
31.4405703,74.2673982
31.4461314,74.2746729
31.4557311,74.2702965
31.4558443,74.270273
31.4568169,74.2726807
31.461123,74.2905514
31.4640644,74.301125
31.4456407,74.2993821
31.4418271,74.2812745
31.4513586,74.3075883
31.4555489,74.3091912
31.4640791,74.2948156
31.4445968,74.2897381
31.4500637,74.249041
31.4359155,74.2654884
31.4300032,74.2629463
31.423223,74.272471
31.4233098,74.2725092
31.428364,74.2601241
31.4270452,74.2549837
31.4304056,74.2418657
31.4336703,74.3081797
31.4084424,74.2716121
31.4085826,74.2715401
31.4643873,74.2303782
31.4537706,74.2384532
31.4461266,74.2069143
31.4540537,74.216088
31.4127651,74.1837841
31.4201159,74.205985
31.4199918,74.20609
31.4419262,74.2516684
31.4437276,74.2497348
31.4449146,74.24704
31.437654,74.2401342
31.4304594,74.2837159
31.4319544,74.2949755
31.4080423,74.3104822
31.4364992,74.3156743
31.4365687,74.2998592
31.4299589,74.2648708
31.4441446,74.3112354
31.4606387,74.2974037
31.4829085,74.3045856
31.4971139,74.3180631
31.4716373,74.3209181
31.4684533,74.4234856
31.4729111,74.4149798
31.4768165,74.4146985
31.4656734,74.4243621
31.4666262,74.3942679
31.4953261,74.4222942
31.5246265,74.4349936
31.4532893,74.2215597
31.4524223,74.2223471
31.4598059,74.2480705
31.459413,74.2620207
31.4594844,74.2572857
31.4708197,74.2594017
31.5685502,74.3333305
31.5364133,74.4253301
31.4954918,74.3165895
31.4913845,74.3073096
31.5065101,74.3355864
31.4696946,74.2351131
31.5359372,74.2749411
31.4897923,74.3374538
31.4719184,74.344944
31.4987862,74.3772527
31.5013078,74.3742664
31.5210084,74.3490188
31.5221645,74.3496166
31.4705648,74.2989079
31.4635853,74.0932357
31.420369,74.0364129
31.4497062,74.062943
31.4590778,74.0827683
31.4598569,74.0962435
31.462305,74.0987827
31.4611179,74.1011168
31.5469514,74.1485021
31.4401234,74.2539092
31.4317082,74.2758981
31.4295275,74.2592938
31.4262448,74.2622022
31.423545,74.2684651
31.4208923,74.2801723
31.4330251,74.2899077
31.4340966,74.27585
31.4423009,74.2703516
31.4447077,74.2650373
31.4489399,74.2636926
31.4453542,74.2613875
31.4445079,74.2731933
31.4390768,74.2694713
31.5710946,74.3988333
31.5681737,74.3748913
31.6014947,74.3956761
31.5829834,74.3866816
31.5952521,74.3980733
31.4948577,74.3924205
31.5586782,74.3806242
31.5786474,74.3065246
31.5458049,74.3612897
31.52426,74.3366345
31.5212221,74.3491079
31.5982856,74.3157863
31.5995219,74.3383594
31.5058437,74.3185796
31.5376877,74.3107635
31.5394718,74.3107932
31.437244,74.3256603
31.5715199,74.3222867
31.4652716,74.277944
31.4225763,74.1880588
31.6075023,74.299987
31.4714248,74.4072217
31.4721341,74.4084367
31.4713667,74.4064996
31.4721551,74.4082529
31.4735163,74.4053945
31.4720225,74.4065897
31.5740576,74.1607779
31.4796162,74.1072056
31.4824453,74.102411
31.4997392,74.1007206
31.4958935,74.1058042
31.5039187,74.2621887
31.4998395,74.2589986
31.5691302,74.3070681
31.4709369,74.245536
31.5384577,74.3095519
31.5593594,74.3440542
31.5458894,74.425354
31.4724768,74.2489345
31.5350069,74.299358
31.6203236,74.2822223
31.4711681,74.3001953
31.4700454,74.2910985
31.4653299,74.3085076
31.450022,74.2701958
31.4655943,74.2921803
31.4237913,74.2341113
31.4224568,74.2299286
31.4490186,74.2694511
31.4220382,74.2299678
31.4467056,74.2691266
31.4329926,74.2886998
31.4333573,74.2888656
31.4346005,74.286638
31.4716725,74.2474113
31.4720723,74.2482352
31.4799527,74.2794868
31.5738601,74.3784771
31.4977919,74.3758006
31.4959152,74.375119
31.4953027,74.3746274
31.4461347,74.2687851
31.4481742,74.2698539
31.4474863,74.2696791
31.4877595,74.3298617
31.486196,74.3313001
31.4864655,74.3245436
31.4887259,74.328473
31.5726857,74.3061266
31.595486,74.3024563
31.6081021,74.2957006
31.5300148,74.3579745
31.6069184,74.3006936
31.6097496,74.3049662
31.6097346,74.3044548
31.604823,74.2988843
31.6047558,74.2989762
31.6092143,74.3372602
31.572394,74.2845904
31.5724833,74.2859816
31.60336,74.2989228
31.5712255,74.2821924
31.571757,74.2834711
31.6047635,74.2999127
31.5729856,74.2839905
31.5735822,74.2837282
31.6049411,74.3002821
31.6044762,74.2972812
31.6047246,74.2977652
31.6063812,74.2999194
31.5743965,74.2780982
31.6083811,74.3016072
31.5693492,74.3133558
31.5718445,74.2853477
31.5731768,74.2862052
31.6059672,74.2988728
31.6025323,74.2986613
31.5026032,74.3507976
31.5019327,74.3586691
31.5016627,74.3639629
31.5019967,74.3586577
31.4520562,74.2668502
31.440154,74.2056534
31.4476194,74.2164446
31.4391839,74.2044116
31.4459665,74.2162462
31.4406995,74.2063779
31.541373,74.4268605
31.5403009,74.4264613
31.5403319,74.4263197
31.5393822,74.4260001
31.5393494,74.4261408
31.5413987,74.4267134
31.5357742,74.4254295
31.5549979,74.4309743
31.5223229,74.3498144
31.5334937,74.3613953
31.4671852,74.3677725
31.4712103,74.3682645
31.4349787,74.1983396
31.5307415,74.3663634
31.4383853,74.2074013
31.4380638,74.2026342
31.4436235,74.2106912
31.5377182,74.3565349
31.5334192,74.3613282
31.4365931,74.2003523
31.4489112,74.21201
31.4298405,74.2167699
31.4151511,74.271278
31.5386309,74.35297
31.5760267,74.3200041
31.5791515,74.3071467
31.4360426,74.2586653
31.4339729,74.2872055
31.4340219,74.2874226
31.4335258,74.2883849
31.4368605,74.2832122
31.6322883,74.2118423
31.6336156,74.2089681
31.6314914,74.2143761
31.6334623,74.2088969
31.6313096,74.2143135
31.6324708,74.2118741
31.6512175,74.1647232
31.6259358,74.2299609
31.492197,74.4161765
31.609161,74.3029518
31.6091194,74.3034129
31.6081645,74.301919
31.6344089,74.2068064
31.6344022,74.2069609
31.6296312,74.2070519
31.6437762,74.2070054
31.4287764,74.2651651
31.429931,74.2647045
31.5396529,74.4252707
31.4184292,74.2814091
31.5949164,74.2580675
31.4368981,74.2701569
31.4274571,74.2849843
31.5965177,74.2202929
31.4311975,74.2643624
31.5782975,74.2692151
31.4347035,74.2899758
31.4415788,74.2755819
31.4288314,74.2653344
31.4347014,74.2897985
31.5782332,74.2691431
31.4337121,74.2894485
31.577034,74.3350861
31.6078865,74.3044512
31.4299351,74.2631209
31.6192804,74.2470763
31.5692805,74.306033
31.6184607,74.2484362
31.4183658,74.2813035
31.5744747,74.2782193
31.4242178,74.2655089
31.4664478,74.2289437
31.4664148,74.2291209
31.511375,74.2473984
31.6240601,74.2072755
31.5114543,74.247245
31.5992486,74.2165092
31.6240803,74.2074248
31.5992752,74.2166594
31.6203822,74.2083171
31.6041465,74.2147274
31.5249493,74.2547432
31.5901267,74.2209517
31.4891268,74.2371032
31.4891315,74.2369542
31.6296266,74.2068977
31.4719365,74.2457835
31.4788814,74.2685081
31.5929027,74.2169203
31.5964916,74.2190345
31.4983066,74.261822
31.4717604,74.2453667
31.5222357,74.373705
31.5634613,74.3478366
31.5533874,74.3585403
31.5534743,74.3586211
31.5516836,74.3693332
31.5804284,74.3702128
31.5778402,74.3453702
31.5802815,74.3702594
31.5241891,74.3657281
31.5242493,74.365774
31.5272515,74.3621919
31.5294873,74.3590858
31.5446157,74.3496032
31.5421357,74.3521185
31.5661272,74.3807029
31.5637754,74.3807068
31.5524451,74.3801904
31.5586714,74.380521
31.5524406,74.3804054
31.5512171,74.3559029
31.5437409,74.3586696
31.5263878,74.3328853
31.5271927,74.3328648
31.5091636,74.3367708
31.5439942,74.3499112
31.5111969,74.3395855
31.5517934,74.3571764
31.5264666,74.3329667
31.5111246,74.3395463
31.5523272,74.3570334
31.5747425,74.3486844
31.5531326,74.3343527
31.5521037,74.3571552
31.5537911,74.3567025
31.5624401,74.3825786
31.5442941,74.3499879
31.5289158,74.3289898
31.5135208,74.3296844
31.5263371,74.3334452
31.5442421,74.3494634
31.5244286,74.33655
31.5264702,74.3327267
31.5621718,74.3787764
31.512525,74.3341094
31.5536381,74.3569165
31.5738887,74.4353564
31.5900432,74.4345629
31.5900819,74.4347258
31.5738949,74.435214
31.5832262,74.4351343
31.5832547,74.4352902
31.6045414,74.4196315
31.570979,74.4352844
31.460619,74.3252005
31.4634663,74.3178992
31.4869226,74.2932005
31.6061313,74.4622007
31.4633138,74.3177841
31.596281,74.4316733
31.4868345,74.293077
31.4749797,74.305462
31.4872664,74.2945439
31.528843,74.301666
31.4331203,74.2760813
31.4212659,74.2730768
31.4670793,74.3960986
31.524948,74.2692158
31.4325781,74.3024882
31.4481248,74.3211433
31.5114061,74.3785343
31.5019467,74.3147686
31.5381746,74.2672405
31.5382778,74.2672619
31.5350599,74.277491
31.4198784,74.2690377
31.5388475,74.4250014
31.4624966,74.2985654
31.4263119,74.2656734
31.5454872,74.2928335
31.4758415,74.3055225
31.4640986,74.301439
31.5117484,74.2831249
31.5391873,74.3060589
31.5119069,74.2832553
31.4782187,74.2533069
31.5467653,74.2909727
31.5490668,74.2809507
31.5700936,74.3177932
31.540687,74.3038859
31.4846234,74.3261758
31.5233621,74.3014078
31.4681261,74.4053622
31.4212957,74.2769914
31.4637537,74.4137737
31.5265638,74.4225779
31.5155286,74.4235497
31.4359837,74.2736052
31.5381239,74.2651157
31.438947,74.2698501
31.4213547,74.2770433
31.5310735,74.3018443
31.5726725,74.3371773
31.443001,74.3057245
31.4370069,74.2570664
31.5632887,74.3072451
31.5743708,74.3088195
31.5617712,74.3085796
31.5687484,74.3068804
31.5617711,74.3081605
31.5049628,74.3035775
31.4952217,74.2984206
31.4995284,74.2984535
31.5220876,74.3065407
31.5922906,74.3167411
31.5893069,74.3218359
31.6048928,74.3072945
31.5968297,74.3260121
31.5922604,74.3243721
31.5946381,74.3277897
31.5909353,74.3225973
31.64012,74.2062054
31.6315267,74.2066956
31.6411088,74.2080826
31.546922,74.2543959
31.4684917,74.3868858
31.4662163,74.3878653
31.5009409,74.2708727
31.512473,74.2612147
31.5104324,74.2687354
31.5135247,74.256925
31.5040052,74.2469038
31.5026356,74.2482596
31.4973325,74.3329849
31.5714888,74.3178705
31.5631923,74.3209942
31.560254,74.3270352
31.565044,74.3447031
31.5519321,74.421103
31.5582289,74.4131809
31.5561469,74.412028
31.539226,74.4274147
31.5044243,74.4230704
31.5551908,74.423114
31.5451687,74.4263437
31.464046,74.443838
31.467713,74.4401514
31.4635094,74.4424264
31.4660236,74.4390687
31.4702339,74.4487333
31.4690289,74.4529498
31.471827,74.4503404
31.4719007,74.4582977
31.4719236,74.4583289
31.4760475,74.4629669
31.4994067,74.4316609
31.4933258,74.463337
31.4758037,74.4454489
31.4681772,74.4666743
31.4937619,74.4710306
31.4582847,74.4161687
31.4673638,74.4332597
31.4685447,74.4339527
31.4581854,74.4124559
31.4662431,74.4324663
31.4458326,74.3979126
31.4672683,74.4318011
31.4645479,74.4338134
31.4774068,74.4238619
31.4687467,74.4302778
31.4889032,74.4258579
31.4663191,74.432344
31.4674079,74.433118
31.4649271,74.4335989
31.4664422,74.4323447
31.4659552,74.4325592
31.4670133,74.4316542
31.4688211,74.4351269
31.4656467,74.431529
31.4676384,74.4323748
31.4664279,74.4322657
31.4675892,74.4328795
31.4503496,74.3952035
31.4497776,74.3950774
31.4639641,74.4341769
31.4638594,74.4342593
31.4640998,74.4310674
31.4642447,74.43341
31.4693559,74.4343405
31.4649239,74.433006
31.4685435,74.4340636
31.465114,74.4325946
31.4685539,74.4337893
31.4884766,74.4291067
31.4618214,74.423205
31.461978,74.4227633
31.4589198,74.4252637
31.4589336,74.4253436
31.4697047,74.4352452
31.4686587,74.4345024
31.4697809,74.4377197
31.4686345,74.4339528
31.4684355,74.4320692
31.4698844,74.4378717
31.4926923,74.4300238
31.4700637,74.433387
31.4700104,74.4337685
31.4698612,74.4346992
31.4735414,74.4337138
31.4805819,74.4320194
31.4861183,74.4321191
31.4943448,74.4289821
31.458873,74.4544953
31.4652181,74.4567991
31.462249,74.4470539
31.460561,74.4548261
31.4606302,74.4548787
31.4971912,74.4239731
31.4877945,74.4123565
31.4974019,74.4280289
31.5209321,74.4243411
31.5030656,74.4246409
31.4988083,74.4252969
31.4995051,74.4270882
31.5028606,74.425695
31.497669,74.4223445
31.4996959,74.4270907
31.4989023,74.425247
31.4978364,74.4231239
31.4970512,74.4201997
31.4999441,74.4287466
31.6082018,74.3813106
31.5351482,74.2636154
31.536732,74.2654679
31.5363052,74.2653583
31.4537488,74.384906
31.5163346,74.423726
31.5416986,74.4093505
31.5407706,74.4199547
31.5408736,74.4174524
31.5401426,74.417501
31.5332879,74.4170778
31.5416592,74.4163272
31.5415295,74.4171285
31.5410616,74.417113
31.541089,74.4184648
31.5409474,74.417731
31.5370349,74.4234426
31.5249662,74.4239266
31.5245635,74.4212531
31.5330505,74.4211493
31.5159321,74.4209558
31.5159347,74.4236716
31.5159971,74.4234192
31.5163146,74.423383
31.5046919,74.4230721
31.5007024,74.429292
31.542004,74.4084199
31.5451796,74.4036178
31.542098,74.400853
31.535751,74.4000364
31.5425693,74.400988
31.5424044,74.4006672
31.5359552,74.399714
31.5294472,74.3936007
31.529557,74.3990785
31.5296376,74.3906113
31.5394845,74.429669
31.5393494,74.4286636
31.5393391,74.4289446
31.5394835,74.4288652
31.5391423,74.4297854
31.539016,74.4293001
31.5296778,74.4269062
31.5210904,74.4312331
31.518944,74.4245806
31.5113871,74.4246036
31.5052353,74.4248018
31.5059276,74.4244183
31.5056964,74.4243945
31.5222708,74.4268181
31.5205903,74.4247742
31.520918,74.4311213
31.5047355,74.4245825
31.504855,74.4244549
31.5356105,74.412716
31.5352535,74.421046
31.5354003,74.4210479
31.5376523,74.4172322
31.5332846,74.4171955
31.535524,74.4127149
31.5352214,74.4237916
31.5165918,74.4214644
31.5775967,74.307662
31.5762767,74.3071719
31.4500752,74.3924321
31.452027,74.3933507
31.4500148,74.3925232
31.4520133,74.3934646
31.4501904,74.392995
31.4535353,74.3951862
31.4543461,74.3935653
31.4593703,74.3931092
31.4967596,74.4203197
31.4972186,74.4209045
31.4974927,74.4209978
31.4934199,74.4632304
31.4815903,74.4524574
31.4992944,74.4314456
31.5272947,74.4452822
31.5168522,74.4587353
31.5548794,74.3050417
31.5542565,74.3048524
31.5515314,74.3098971
31.5617186,74.3250611
31.5622618,74.3360202
31.5681287,74.3197411
31.5211025,74.4469214
31.5213197,74.4429365
31.5210877,74.4429541
31.5170771,74.4367896
31.5198203,74.4361414
31.5180089,74.4365462
31.5161903,74.4372494
31.5391723,74.4276478
31.5392073,74.4290924
31.5393462,74.4293914
31.5395152,74.4296505
31.5404874,74.4306122
31.5457951,74.4356227
31.5560483,74.4369478
31.5662313,74.4384949
31.5622369,74.4313275
31.5626106,74.4331126
31.5626009,74.4350282
31.5623383,74.4370205
31.5534337,74.4314318
31.5667947,74.4353161
31.5549775,74.4311263
31.5687196,74.4352201
31.5709829,74.4351336
31.5687394,74.4350673
31.5418821,74.426586
31.5441635,74.4277825
31.5438835,74.4281896
31.5400047,74.4298091
31.5388622,74.4291202
31.5433864,74.4336524
31.5403951,74.4307022
31.5395379,74.4251431
31.5395587,74.4301242
31.5392417,74.4302284
31.5560392,74.4371734
31.549936,74.3817796
31.5409096,74.4209357
31.5404258,74.4280539
31.5413272,74.4266402
31.5411245,74.4274496
31.5773271,74.435547
31.589628,74.4359963
31.5730906,74.4352377
31.5805438,74.469617
31.5735439,74.4352567
31.5678823,74.4352487
