name,amenity,lat,lon
KFC,fast_food,31.369473000000003,74.25077
Kababjees Restaurant,restaurant,31.463687499999995,74.4331719
C Cafe,cafe,31.448155999999994,74.26838230000001
Tao Pan - Lahore,restaurant,31.527481699999996,74.34914689999998
McDonald's,fast_food,31.525283699999996,74.3494688
KFC,fast_food,31.4626848,74.416714
Unnamed Dining_Spots,food_court,31.5454397,74.25576219999999
Salt'n Pepper Signature Restaurant,restaurant,31.3673982,74.23631249999998
Ahmad Dahi Bhaly,fast_food,31.494417900000006,74.3872523
Yasir Rafique Barbeque,restaurant,31.481763599999994,74.272152
Ali Baba Tikka,fast_food,31.543249600000006,74.4234117
Lahore Broast,fast_food,31.5435933,74.4226412
Ejaz Bhai,cafe,31.471658500000007,74.4099792
Kashi Resturant,restaurant,31.488566966030813,74.3796083784005
Gourmet Restaurant,restaurant,31.470814722209642,74.3089909627002
Salt n Pepper,restaurant,31.468451752514284,74.30782950912726
پیزا ہٹ,restaurant,31.469553715093195,74.30761975612563
Fri Chicks,fast_food,31.469474213782657,74.30832785278355
مکڈونلڈز,fast_food,31.466300157085207,74.31560373627195
پیزا ہٹ,restaurant,31.438070822298666,74.28052235384477
College Canteen,restaurant,31.48608019918248,74.29911206302035
Unnamed Dining_Spots,restaurant,31.4717724006529,74.30944649801378
DHA Dhaba,restaurant,31.495577700470214,74.42006272721271
Angaray Bar B Que,restaurant,31.49638282057552,74.42057825712682
Shehanshah Takeaway,restaurant,31.49782770812892,74.42049769195239
Iceland Juice & Dry Fruits,cafe,31.49770949779546,74.42098650371504
"Chef.S.Food, Resturant and Catering",restaurant,31.4925621500364,74.42243035000118
Pranzo Cena,restaurant,31.492201248509453,74.41689288435524
Students Cafe,restaurant,31.48571941379234,74.41648063815397
The Shack,restaurant,31.47400915001716,74.40765790000066
The Grill,restaurant,31.47385341694113,74.40767249907884
Potato Den,fast_food,31.484549885457408,74.40861454508851
Brio Burger & Pizza,restaurant,31.48062415000957,74.41189549999886
Shah Farooq Nazir Restaurant,restaurant,31.483696650020313,74.41087714999826
New Yorker Pizza,restaurant,31.47362945000897,74.40168764999953
Cold Stone DHA,restaurant,31.47387790000768,74.40157104999936
Choco Palace,restaurant,31.47444067476741,74.400964458757
Belgian Fries,restaurant,31.474548857485125,74.40321302557523
